Resource,SubscriptionName,ResourceGroup,CurrentCostUSD,LastCostUSD,DeltaUSD,Remark
disk20007-prod-jenkins01-os,KioSoft Globalazure  Subscription,rg20001-prod-devops,19.285836,19.285836,0,SAME
disk20008-prod-jenkins01-data01,KioSoft Globalazure  Subscription,rg20001-prod-devops,71.643981,71.643981,0,SAME
disk20009-prod-jumpserver-os,KioSoft Globalazure  Subscription,rg20002-prod-om,33.816187,33.816187,0,SAME
disk20010-prod-backupserver-os,KioSoft Globalazure  Subscription,rg20002-prod-om,5.166104,5.166104,0,SAME
disk20011-prod-elk-os,KioSoft Globalazure  Subscription,rg20002-prod-om,26.63039,26.63039,0,SAME
disk20012-prod-csc-elk01-os,KioSoft Globalazure  Subscription,rg20003-prod-csc,42.058947,42.058947,0,SAME
disk20013-prod-internal-web01-os,KioSoft Globalazure  Subscription,rg20004-prod-internal,19.285836,19.285836,0,SAME
disk20014-prod-internal-web02-os,KioSoft Globalazure  Subscription,rg20004-prod-internal,19.285836,19.285836,0,SAME
disk20015-prod-prometheus-os,KioSoft Globalazure  Subscription,rg20002-prod-om,37.194526,37.194526,0,SAME
disk20016-prod-kiopos-web01,KioSoft Globalazure  Subscription,rg20005-prod-kiopos,19.285836,19.285836,0,SAME
disk20017-prod-kiopos-soft01,KioSoft Globalazure  Subscription,rg20005-prod-kiopos,19.285836,19.285836,0,SAME
disk20018-prod-integration-web01-os,KioSoft Globalazure  Subscription,rg20006-prod-integration,19.283719,19.283719,0,SAME
disk20018-prod-seatunnel01-data01,KioSoft Globalazure  Subscription,rg20000-prod-olap,0,0,0,SAME
disk20019-prod-doris01-data01,KioSoft Globalazure  Subscription,rg20000-prod-olap,101.156556,101.156556,0,SAME
disk20020-prod-elk-os,KioSoft Globalazure  Subscription,rg20002-prod-om,19.285836,19.285836,0,SAME
disk20021-prod-elk01-data01,KioSoft Globalazure  Subscription,rg20002-prod-om,186.988173,186.988173,0,SAME
disk20022-prod-latamcleanstore-web01-os,KioSoft Globalazure  Subscription,rg20008-prod-latamcleanstore,17.534192,17.534192,0,SAME
disk20023-prod-latamcleanstore-web02-os,KioSoft Globalazure  Subscription,rg20008-prod-latamcleanstore,17.534192,17.534192,0,SAME
disk20024-prod-latamcleanstore-web03-os,KioSoft Globalazure  Subscription,rg20008-prod-latamcleanstore,17.534192,17.534192,0,SAME
disk20025-prod-csc-elk01-os,KioSoft Globalazure  Subscription,rg20003-prod-csc,17.226299,17.226299,0,SAME
disk20026-prod-elk01-data01,KioSoft Globalazure  Subscription,rg20003-prod-csc,72.626445,72.626445,0,SAME
disk20027-prod-sut-server02-os,KioSoft Globalazure  Subscription,sut,1.021851,1.021851,0,SAME
dryrun01_private_endpoint,KioSoft Globalazure  Subscription,rg48-stage-cleanstore,7.2,7.2,0,SAME
elktestdatalake,KioSoft Globalazure  Subscription,rg9998-test-bigdata-infrastructure,1.221465,1.221465,0,SAME
f7f171b92381240709e6fbd,KioSoft Globalazure  Subscription,mc_commandcenter_aks10000-test-cc_eastus,117.607032,117.607032,0,SAME
ff5c9fa757a8e4a31ab7f6e,KioSoft Globalazure  Subscription,mc_rg20007-prod-kiocentral-aks_aks20000-prod-kiocentral_eastus,41.268228,41.268228,0,SAME
high  cpu usage-prod-market,KioSoft Globalazure  Subscription,retail,0.057502,0.057502,0,SAME
high connections -mysql19-prod-cleanstore-db02,KioSoft Globalazure  Subscription,rg47-prod-cleanstore,0.092191,0.092191,0,SAME
high connections -mysql22-prod-csc-retail,KioSoft Globalazure  Subscription,rg20003-prod-csc,0.092191,0.092191,0,SAME
high connections -mysql23-prod-csc-universal,KioSoft Globalazure  Subscription,rg20003-prod-csc,0.092191,0.092191,0,SAME
high cpu usage- mysql06-test-retail-slave,KioSoft Globalazure  Subscription,kiosoft-test,0.057374,0.057374,0,SAME
high cpu usage-amusement-web01,KioSoft Globalazure  Subscription,retail,0.092191,0.092191,0,SAME
high cpu usage-azure-retailstage,KioSoft Globalazure  Subscription,kiosoft-test,0.05827,0.05827,0,SAME
high cpu usage-cleanstore-web01,KioSoft Globalazure  Subscription,rg47-prod-cleanstore,0.05827,0.05827,0,SAME
high cpu usage-cleanstore-web02,KioSoft Globalazure  Subscription,rg47-prod-cleanstore,0.05827,0.05827,0,SAME
high cpu usage-cleanstore-web03,KioSoft Globalazure  Subscription,rg47-prod-cleanstore,0.060191,0.060191,0,SAME
high cpu usage-cleanstore-web05,KioSoft Globalazure  Subscription,rg47-prod-cleanstore,0.058527,0.058527,0,SAME
high cpu usage-cleanstore-web07,KioSoft Globalazure  Subscription,rg47-prod-cleanstore,0.059039,0.059039,0,SAME
high cpu usage-cleanstore-web08,KioSoft Globalazure  Subscription,rg47-prod-cleanstore,0.092191,0.092191,0,SAME
high cpu usage-cleanstore-web09,KioSoft Globalazure  Subscription,rg47-prod-cleanstore,0.092191,0.092191,0,SAME
high cpu usage-coffee,KioSoft Globalazure  Subscription,cmk,0.092063,0.092063,0,SAME
high cpu usage-csc-reportserver01,KioSoft Globalazure  Subscription,rg52-prod-csc,0.092191,0.092191,0,SAME
high cpu usage-csc-reportserver02,KioSoft Globalazure  Subscription,rg52-prod-csc,0.092191,0.092191,0,SAME
high cpu usage-csc-reportserver03,KioSoft Globalazure  Subscription,rg52-prod-csc,0.092191,0.092191,0,SAME
high cpu usage-csc-reportserver04,KioSoft Globalazure  Subscription,rg52-prod-csc,0.092191,0.092191,0,SAME
high cpu usage-csc-retail-web01,KioSoft Globalazure  Subscription,rg52-prod-csc,0.092191,0.092191,0,SAME
high cpu usage-csc-retail-web02,KioSoft Globalazure  Subscription,rg52-prod-csc,0.092191,0.092191,0,SAME
high cpu usage-csc-retail-web03,KioSoft Globalazure  Subscription,rg52-prod-csc,0.092191,0.092191,0,SAME
high cpu usage-csc-retail-web04,KioSoft Globalazure  Subscription,rg52-prod-csc,0.092191,0.092191,0,SAME
high cpu usage-csc-universal-soft01,KioSoft Globalazure  Subscription,rg52-prod-csc,0.092191,0.092191,0,SAME
high cpu usage-csc-universal-web01,KioSoft Globalazure  Subscription,rg52-prod-csc,0.092191,0.092191,0,SAME
high cpu usage-csc-universal-web02,KioSoft Globalazure  Subscription,rg52-prod-csc,0.092191,0.092191,0,SAME
high cpu usage-csc-universal-web03,KioSoft Globalazure  Subscription,rg52-prod-csc,0.092191,0.092191,0,SAME
high cpu usage-csc-universal-web04,KioSoft Globalazure  Subscription,rg52-prod-csc,0.092063,0.092063,0,SAME
high cpu usage-mariadb27-prod-csc-universal,KioSoft Globalazure  Subscription,rg52-prod-csc,0.058655,0.058655,0,SAME
high cpu usage-mariadb48-prod-csc-retail,KioSoft Globalazure  Subscription,rg52-prod-csc,0.058655,0.058655,0,SAME
high cpu usage-mqtt-coffee,KioSoft Globalazure  Subscription,production,0.092191,0.092191,0,SAME
high cpu usage-mysql,KioSoft Globalazure  Subscription,rg49-test-kiopos,0.057118,0.057118,0,SAME
high cpu usage-mysql03-prod-modem,KioSoft Globalazure  Subscription,rg50-prod-modem,0.092191,0.092191,0,SAME
high cpu usage-mysql03-prod-modem-dbrestore04,KioSoft Globalazure  Subscription,rg50-prod-modem,0.092191,0.092191,0,SAME
high cpu usage-mysql05-test-retail,KioSoft Globalazure  Subscription,kiosoft-test,0.092191,0.092191,0,SAME
high cpu usage-mysql10-prod-universal,KioSoft Globalazure  Subscription,cmk,0.092191,0.092191,0,SAME
high cpu usage-mysql11-test-csc,KioSoft Globalazure  Subscription,rg51-test-csc,0.092191,0.092191,0,SAME
high cpu usage-mysql12-prod-cleanstore,KioSoft Globalazure  Subscription,rg47-prod-cleanstore,0.092191,0.092191,0,SAME
high cpu usage-mysql122-prod-csc-retail,KioSoft Globalazure  Subscription,rg20003-prod-csc,0.092191,0.092191,0,SAME
high cpu usage-mysql14-prod-market,KioSoft Globalazure  Subscription,retail,0.092191,0.092191,0,SAME
high cpu usage-mysql15-prod-market-replica,KioSoft Globalazure  Subscription,retail,0.092191,0.092191,0,SAME
high cpu usage-mysql16-prod-market-replica,KioSoft Globalazure  Subscription,retail,0.058655,0.058655,0,SAME
high cpu usage-mysql19-prod-cleanstore-db02,KioSoft Globalazure  Subscription,rg47-prod-cleanstore,0.092191,0.092191,0,SAME
high cpu usage-mysql23-prod-csc-universal,KioSoft Globalazure  Subscription,rg20003-prod-csc,0.092191,0.092191,0,SAME
high cpu usage-mysql24-prod-modem,KioSoft Globalazure  Subscription,rg50-prod-modem,0.092191,0.092191,0,SAME
high cpu usage-mysql25-prod-olap,KioSoft Globalazure  Subscription,rg20000-prod-olap,0.092191,0.092191,0,SAME
high cpu usage-postgresql01-prod-operationcenter,KioSoft Globalazure  Subscription,rg59-prod-operationcenter,0.075431,0.075431,0,SAME
high cpu usage-prod-cc,KioSoft Globalazure  Subscription,commandcenter,0.057886,0.057886,0,SAME
high cpu usage-prod-cleanstore,KioSoft Globalazure  Subscription,rg47-prod-cleanstore,0.059039,0.059039,0,SAME
high cpu usage-prod-cleanstore,KioSoft Globalazure  Subscription,retail,0.057502,0.057502,0,SAME
high cpu usage-prod-international,KioSoft Globalazure  Subscription,retail,0.05827,0.05827,0,SAME
high cpu usage-prod-market,KioSoft Globalazure  Subscription,retail,0.057502,0.057502,0,SAME
high cpu usage-prod-universal,KioSoft Globalazure  Subscription,cmk,0.058655,0.058655,0,SAME
high cpu usage-sutserver02,KioSoft Globalazure  Subscription,sut,0.092191,0.092191,0,SAME
high cpu usage-tmsprod-db01,KioSoft Globalazure  Subscription,tmsprod,0.092191,0.092191,0,SAME
high cpu usage-tmsprod-lb01,KioSoft Globalazure  Subscription,tmsprod,0.092191,0.092191,0,SAME
high cpu usage-tmsprod-oldtms1,KioSoft Globalazure  Subscription,tmsprod,0.092191,0.092191,0,SAME
high cpu usage-tmsprod-tms01,KioSoft Globalazure  Subscription,tmsprod,0.092191,0.092191,0,SAME
high cpu usage-tmsprod-tms02,KioSoft Globalazure  Subscription,tmsprod,0.092191,0.092191,0,SAME
high cpu usage-tmsprod-tms03,KioSoft Globalazure  Subscription,tmsprod,0.092191,0.092191,0,SAME
high cpu usage-tmsprod-web01,KioSoft Globalazure  Subscription,tmsprod,0.092191,0.092191,0,SAME
high cpu usage-tmsprod-web02,KioSoft Globalazure  Subscription,tmsprod,0.092191,0.092191,0,SAME
high cpu usage-ttideployment,KioSoft Globalazure  Subscription,ttideploy,0.092191,0.092191,0,SAME
high cpu usage-universal-db01,KioSoft Globalazure  Subscription,cmk,0.092191,0.092191,0,SAME
high cpu usage-universal-web01,KioSoft Globalazure  Subscription,cmk,0.092191,0.092191,0,SAME
high cpu usage-universal-web02,KioSoft Globalazure  Subscription,cmk,0.092191,0.092191,0,SAME
high mem usage-amusement-web01,KioSoft Globalazure  Subscription,retail,0.092191,0.092191,0,SAME
high mem usage-cleanstore-web01,KioSoft Globalazure  Subscription,rg47-prod-cleanstore,0.057118,0.057118,0,SAME
high mem usage-cleanstore-web02,KioSoft Globalazure  Subscription,rg47-prod-cleanstore,0.057886,0.057886,0,SAME
high mem usage-cleanstore-web03,KioSoft Globalazure  Subscription,rg47-prod-cleanstore,0.057502,0.057502,0,SAME
high mem usage-cleanstore-web05,KioSoft Globalazure  Subscription,rg47-prod-cleanstore,0.059423,0.059423,0,SAME
high mem usage-cleanstore-web07,KioSoft Globalazure  Subscription,rg47-prod-cleanstore,0.057886,0.057886,0,SAME
high mem usage-cleanstore-web08,KioSoft Globalazure  Subscription,rg47-prod-cleanstore,0.092191,0.092191,0,SAME
high mem usage-cleanstore-web09,KioSoft Globalazure  Subscription,rg47-prod-cleanstore,0.092191,0.092191,0,SAME
high mem usage-coffee,KioSoft Globalazure  Subscription,cmk,0.092191,0.092191,0,SAME
high mem usage-csc-reportserver01,KioSoft Globalazure  Subscription,rg52-prod-csc,0.092191,0.092191,0,SAME
high mem usage-csc-reportserver02,KioSoft Globalazure  Subscription,rg52-prod-csc,0.092191,0.092191,0,SAME
high mem usage-csc-reportserver03,KioSoft Globalazure  Subscription,rg52-prod-csc,0.092191,0.092191,0,SAME
high mem usage-csc-reportserver04,KioSoft Globalazure  Subscription,rg52-prod-csc,0.092191,0.092191,0,SAME
high mem usage-csc-retail-web01,KioSoft Globalazure  Subscription,rg52-prod-csc,0.092191,0.092191,0,SAME
high mem usage-csc-retail-web02,KioSoft Globalazure  Subscription,rg52-prod-csc,0.092191,0.092191,0,SAME
high mem usage-csc-retail-web03,KioSoft Globalazure  Subscription,rg52-prod-csc,0.092191,0.092191,0,SAME
high mem usage-csc-retail-web04,KioSoft Globalazure  Subscription,rg52-prod-csc,0.092191,0.092191,0,SAME
high mem usage-csc-universal-soft01,KioSoft Globalazure  Subscription,rg52-prod-csc,0.092191,0.092191,0,SAME
high mem usage-csc-universal-web01,KioSoft Globalazure  Subscription,rg52-prod-csc,0.092191,0.092191,0,SAME
high mem usage-csc-universal-web02,KioSoft Globalazure  Subscription,rg52-prod-csc,0.092191,0.092191,0,SAME
high mem usage-csc-universal-web03,KioSoft Globalazure  Subscription,rg52-prod-csc,0.092191,0.092191,0,SAME
high mem usage-csc-universal-web04,KioSoft Globalazure  Subscription,rg52-prod-csc,0.092191,0.092191,0,SAME
high mem usage-mqtt-coffee,KioSoft Globalazure  Subscription,production,0.092191,0.092191,0,SAME
high mem usage-mysql03-prod-modem-dbrestore04,KioSoft Globalazure  Subscription,rg50-prod-modem,0.092191,0.092191,0,SAME
high mem usage-mysql08-prod-market,KioSoft Globalazure  Subscription,retail,0.060191,0.060191,0,SAME
high mem usage-mysql10-prod-universal,KioSoft Globalazure  Subscription,cmk,0.092191,0.092191,0,SAME
high mem usage-mysql11-test-csc,KioSoft Globalazure  Subscription,rg51-test-csc,0.092191,0.092191,0,SAME
high mem usage-mysql12-prod-cleanstore,KioSoft Globalazure  Subscription,rg47-prod-cleanstore,0.092191,0.092191,0,SAME
high mem usage-mysql14-prod-market,KioSoft Globalazure  Subscription,retail,0.092191,0.092191,0,SAME
high mem usage-mysql15-prod-market-replica,KioSoft Globalazure  Subscription,retail,0.092191,0.092191,0,SAME
high mem usage-mysql19-prod-cleanstore-db02,KioSoft Globalazure  Subscription,rg47-prod-cleanstore,0.092191,0.092191,0,SAME
high mem usage-mysql22-prod-csc-retail,KioSoft Globalazure  Subscription,rg20003-prod-csc,0.092191,0.092191,0,SAME
high mem usage-mysql23-prod-csc-universal,KioSoft Globalazure  Subscription,rg20003-prod-csc,0.092191,0.092191,0,SAME
high mem usage-mysql24-prod-modem,KioSoft Globalazure  Subscription,rg50-prod-modem,0.092191,0.092191,0,SAME
high mem usage-mysql25-prod-olap,KioSoft Globalazure  Subscription,rg20000-prod-olap,0.092191,0.092191,0,SAME
high mem usage-postgresql01-prod-operationcenter,KioSoft Globalazure  Subscription,rg59-prod-operationcenter,0.075431,0.075431,0,SAME
high mem usage-prod-cc,KioSoft Globalazure  Subscription,commandcenter,0.058655,0.058655,0,SAME
high mem usage-prod-cleanstore,KioSoft Globalazure  Subscription,rg47-prod-cleanstore,0.057886,0.057886,0,SAME
high mem usage-prod-cleanstore,KioSoft Globalazure  Subscription,retail,0.060191,0.060191,0,SAME
high mem usage-prod-international,KioSoft Globalazure  Subscription,retail,0.059807,0.059807,0,SAME
high mem usage-prod-market,KioSoft Globalazure  Subscription,retail,0.059423,0.059423,0,SAME
high mem usage-sutserver02,KioSoft Globalazure  Subscription,sut,0.092191,0.092191,0,SAME
high mem usage-tms01,KioSoft Globalazure  Subscription,tmsprod,0.092191,0.092191,0,SAME
high mem usage-tmsprod-db01,KioSoft Globalazure  Subscription,tmsprod,0.092191,0.092191,0,SAME
high mem usage-tmsprod-lb01,KioSoft Globalazure  Subscription,tmsprod,0.092191,0.092191,0,SAME
high mem usage-tmsprod-oldtms1,KioSoft Globalazure  Subscription,tmsprod,0.092191,0.092191,0,SAME
high mem usage-tmsprod-tms02,KioSoft Globalazure  Subscription,tmsprod,0.092191,0.092191,0,SAME
high mem usage-tmsprod-tms03,KioSoft Globalazure  Subscription,tmsprod,0.092191,0.092191,0,SAME
high mem usage-tmsprod-web01,KioSoft Globalazure  Subscription,tmsprod,0.092191,0.092191,0,SAME
high mem usage-tmsprod-web02,KioSoft Globalazure  Subscription,tmsprod,0.092191,0.092191,0,SAME
high mem usage-ttideployment,KioSoft Globalazure  Subscription,ttideploy,0.092191,0.092191,0,SAME
high mem usage-universal-db01,KioSoft Globalazure  Subscription,cmk,0.092191,0.092191,0,SAME
high mem usage-universal-web01,KioSoft Globalazure  Subscription,cmk,0.092191,0.092191,0,SAME
high mem usage-universal-web02,KioSoft Globalazure  Subscription,cmk,0.092191,0.092191,0,SAME
high memory usage-azure-retailstage,KioSoft Globalazure  Subscription,kiosoft-test,0.057118,0.057118,0,SAME
high memory usage-mariadb27-prod-csc-universal,KioSoft Globalazure  Subscription,rg52-prod-csc,0.058527,0.058527,0,SAME
high memory usage-mariadb48-prod-csc-retail,KioSoft Globalazure  Subscription,rg52-prod-csc,0.057502,0.057502,0,SAME
high memory usage-mysql02-test-kiopos,KioSoft Globalazure  Subscription,rg49-test-kiopos,0.059039,0.059039,0,SAME
high memory usage-mysql03-prod-modem,KioSoft Globalazure  Subscription,rg50-prod-modem,0.092191,0.092191,0,SAME
high memory usage-mysql05-test-retail,KioSoft Globalazure  Subscription,kiosoft-test,0.092191,0.092191,0,SAME
high memory usage-mysql06-test-retail-slave,KioSoft Globalazure  Subscription,kiosoft-test,0.060191,0.060191,0,SAME
high memory usage-prod-universal,KioSoft Globalazure  Subscription,cmk,0.058655,0.058655,0,SAME
high network in universal-db01,KioSoft Globalazure  Subscription,cmk,0.092191,0.092191,0,SAME
high storage usage-azure-retailstage,KioSoft Globalazure  Subscription,kiosoft-test,0.057118,0.057118,0,SAME
high storage usage-mariadb01-prod-cc,KioSoft Globalazure  Subscription,commandcenter,0.057886,0.057886,0,SAME
high storage usage-mariadb04-prod-universal,KioSoft Globalazure  Subscription,cmk,0.057118,0.057118,0,SAME
high storage usage-mariadb27-prod-csc-universal,KioSoft Globalazure  Subscription,rg52-prod-csc,0.05827,0.05827,0,SAME
high storage usage-mariadb48-prod-csc-retail,KioSoft Globalazure  Subscription,rg52-prod-csc,0.059039,0.059039,0,SAME
high storage usage-mysql02-test-kiopos,KioSoft Globalazure  Subscription,rg49-test-kiopos,0.057886,0.057886,0,SAME
high storage usage-mysql03-prod-modem,KioSoft Globalazure  Subscription,rg50-prod-modem,0.092191,0.092191,0,SAME
high storage usage-mysql03-prod-modem-dbrestore04,KioSoft Globalazure  Subscription,rg50-prod-modem,0.092191,0.092191,0,SAME
high storage usage-mysql05-test-retail,KioSoft Globalazure  Subscription,kiosoft-test,0.092191,0.092191,0,SAME
high storage usage-mysql06-test-retail-slave,KioSoft Globalazure  Subscription,kiosoft-test,0.05699,0.05699,0,SAME
high storage usage-mysql07-prod-cleanstore,KioSoft Globalazure  Subscription,rg47-prod-cleanstore,0.060191,0.060191,0,SAME
high storage usage-mysql10-prod-universal,KioSoft Globalazure  Subscription,cmk,0.092191,0.092191,0,SAME
high storage usage-mysql11-test-csc,KioSoft Globalazure  Subscription,rg51-test-csc,0.092191,0.092191,0,SAME
high storage usage-mysql12-prod-cleanstore,KioSoft Globalazure  Subscription,rg47-prod-cleanstore,0.092191,0.092191,0,SAME
high storage usage-mysql14-prod-market,KioSoft Globalazure  Subscription,retail,0.092191,0.092191,0,SAME
high storage usage-mysql15-prod-market-replica,KioSoft Globalazure  Subscription,retail,0.092191,0.092191,0,SAME
high storage usage-mysql19-prod-cleanstore-db02,KioSoft Globalazure  Subscription,rg47-prod-cleanstore,0.092191,0.092191,0,SAME
high storage usage-mysql22-prod-csc-retail,KioSoft Globalazure  Subscription,rg20003-prod-csc,0.092191,0.092191,0,SAME
high storage usage-mysql23-prod-csc-universal,KioSoft Globalazure  Subscription,rg20003-prod-csc,0.092191,0.092191,0,SAME
high storage usage-mysql24-prod-modem,KioSoft Globalazure  Subscription,rg50-prod-modem,0.092191,0.092191,0,SAME
high storage usage-mysql25-prod-olap,KioSoft Globalazure  Subscription,rg20000-prod-olap,0.092191,0.092191,0,SAME
high storage usage-postgresql01-prod-operationcenter,KioSoft Globalazure  Subscription,rg59-prod-operationcenter,0.075431,0.075431,0,SAME
high storage usage-prod-cleanstore,KioSoft Globalazure  Subscription,retail,0.059423,0.059423,0,SAME
hosttohost-nuvolinq_datacenter1,KioSoft Globalazure  Subscription,sut,0.118505,0.118505,0,SAME
kiopos high cpu usage,KioSoft Globalazure  Subscription,rg43_prod_alert,0.092063,0.092063,0,SAME
kiopos high memory usage,KioSoft Globalazure  Subscription,rg43_prod_alert,0.092191,0.092191,0,SAME
kiopos high storage usage,KioSoft Globalazure  Subscription,rg43_prod_alert,0.092191,0.092191,0,SAME
kioposqa-db01,KioSoft Globalazure  Subscription,kiopos_test,14.426086,14.426086,0,SAME
kioposqa-db01_osdisk_1_4fdedc51a1fb4bb89c7623d04e3508e6,KioSoft Globalazure  Subscription,kiopos_test,19.618809,19.618809,0,SAME
kioposqa-db01-ip,KioSoft Globalazure  Subscription,kiopos_test,3.60004,3.60004,0,SAME
kioposqa-softapp01,KioSoft Globalazure  Subscription,kiopos_test,14.431696,14.431696,0,SAME
kioposqa-softapp01_osdisk_1_520ba8f3d68f4dec830dc429dfea7c13,KioSoft Globalazure  Subscription,kiopos_test,19.557939,19.557939,0,SAME
kioposqa-softapp01-ip,KioSoft Globalazure  Subscription,kiopos_test,3.60004,3.60004,0,SAME
kioposqa-webapp01,KioSoft Globalazure  Subscription,kiopos_test,14.523168,14.523168,0,SAME
kioposqa-webapp01_osdisk_1_31a1955d239941059922cbec1a0ece09,KioSoft Globalazure  Subscription,kiopos_test,20.265986,20.265986,0,SAME
kioposqa-webapp01-ip,KioSoft Globalazure  Subscription,kiopos_test,3.60004,3.60004,0,SAME
kiosoft,KioSoft Globalazure  Subscription,rg20002-prod-om,19.998884,19.998884,0,SAME
kiosoft-coffee,KioSoft Globalazure  Subscription,kiosoft-test,17.555909,17.555909,0,SAME
kiosoft-coffee_osdisk_1_94c152ad643f4e68aaa3377d986ab30b,KioSoft Globalazure  Subscription,kiosoft-test,19.910395,19.910395,0,SAME
kiosoft-coffee-ip,KioSoft Globalazure  Subscription,kiosoft-test,3.60004,3.60004,0,SAME
kiosoft-es,KioSoft Globalazure  Subscription,dbmonitor,14.55245,14.55245,0,SAME
kiosoft-es_osdisk_1_ab5bfb0ab1fb445abcd8754025a9e037,KioSoft Globalazure  Subscription,dbmonitor,72.621369,72.621369,0,SAME
kiosoft-es-ip,KioSoft Globalazure  Subscription,dbmonitor,3.60004,3.60004,0,SAME
kiosoft-international-new,KioSoft Globalazure  Subscription,kiosoft-test,14.560048,14.560048,0,SAME
kiosoft-international-new_osdisk_1_b2a9c88909b44f0f9457f48e9c508178,KioSoft Globalazure  Subscription,kiosoft-test,19.533888,19.533888,0,SAME
kiosoft-international-new-ip,KioSoft Globalazure  Subscription,kiosoft-test,3.60004,3.60004,0,SAME
kiosoft-publicddd,KioSoft Globalazure  Subscription,dbmonitor,14.985755,14.985755,0,SAME
kiosoft-publicddd_osdisk_1_692455c3841c4b2db68f8741ad3d72db,KioSoft Globalazure  Subscription,dbmonitor,19.695261,19.695261,0,SAME
kiosoft-publicddd-ip,KioSoft Globalazure  Subscription,dbmonitor,3.60004,3.60004,0,SAME
kiosoft-qa,KioSoft Globalazure  Subscription,kiosoft-test,15.629299,15.629299,0,SAME
kiosoft-qa_osdisk_1_42450e75abf84b01a7d55bfcf9727908,KioSoft Globalazure  Subscription,kiosoft-test,19.819333,19.819333,0,SAME
kiosoft-qa-public-ip,KioSoft Globalazure  Subscription,kiosoft-test,3.60004,3.60004,0,SAME
kiosoft-retail,KioSoft Globalazure  Subscription,kiosoft-test,21.372806,21.372806,0,SAME
kiosoft-retail_osdisk_1_adc389b617aa4712a7d0b2ec7c2355bb,KioSoft Globalazure  Subscription,kiosoft-test,22.652797,22.652797,0,SAME
kiosoft-retail-ip,KioSoft Globalazure  Subscription,kiosoft-test,3.60004,3.60004,0,SAME
kiosoft-unistress-lb01-ip,KioSoft Globalazure  Subscription,dbmonitor,3.60004,3.60004,0,SAME
kiosoft-unistress-web01-ip,KioSoft Globalazure  Subscription,dbmonitor,3.60004,3.60004,0,SAME
kiosoft-unistress-web02-ip,KioSoft Globalazure  Subscription,dbmonitor,3.60004,3.60004,0,SAME
kiosoft-universaldev,KioSoft Globalazure  Subscription,dbmonitor,14.607377,14.607377,0,SAME
kiosoft-universaldev-ip,KioSoft Globalazure  Subscription,dbmonitor,3.60004,3.60004,0,SAME
kiosoft-universaluat,KioSoft Globalazure  Subscription,dbmonitor,14.487802,14.487802,0,SAME
kiosoft-universaluat-ip,KioSoft Globalazure  Subscription,dbmonitor,3.60004,3.60004,0,SAME
ks-fgt,KioSoft Globalazure  Subscription,sut,278.572632,278.572632,0,SAME
ks-fgt_disk2_38c86f7ae9ed4a9681c35ca89d1c0156,KioSoft Globalazure  Subscription,sut,4.707187,4.707187,0,SAME
ks-fgt_osdisk_1_9f02230dd01446fdbc896a9e669fa7a6,KioSoft Globalazure  Subscription,sut,0.591321,0.591321,0,SAME
ks-fgt-pip,KioSoft Globalazure  Subscription,sut,2.590011,2.590011,0,SAME
kubernetes,KioSoft Globalazure  Subscription,mc_commandcenter_aks10000-test-cc_eastus,72.865198,72.865198,0,SAME
kubernetes,KioSoft Globalazure  Subscription,mc_rg20007-prod-kiocentral-aks_aks20000-prod-kiocentral_eastus,41.954182,41.954182,0,SAME
kubernetes-a03086337f77140c0a669db2c967252e,KioSoft Globalazure  Subscription,mc_commandcenter_aks10000-test-cc_eastus,3.60004,3.60004,0,SAME
kubernetes-a0929de449d844cc9a443b0bbd7a8a2e,KioSoft Globalazure  Subscription,mc_commandcenter_aks10000-test-cc_eastus,0.135001,0.135001,0,SAME
kubernetes-a0ee29861b5e54fedab09ea55e128ca1,KioSoft Globalazure  Subscription,mc_commandcenter_aks10000-test-cc_eastus,3.60004,3.60004,0,SAME
kubernetes-a24d1cf29a100455f9dbb5ba32f9558e,KioSoft Globalazure  Subscription,mc_commandcenter_aks10000-test-cc_eastus,3.197145,3.197145,0,SAME
kubernetes-a3d3323bd21bb4fe1bf240028f83e7eb,KioSoft Globalazure  Subscription,mc_rg20007-prod-kiocentral-aks_aks20000-prod-kiocentral_eastus,3.60004,3.60004,0,SAME
kubernetes-ae3659d744daf4a81b25ef73b1899182,KioSoft Globalazure  Subscription,mc_rg20007-prod-kiocentral-aks_aks20000-prod-kiocentral_eastus,3.60004,3.60004,0,SAME
kubernetes-ae80924c6e8104b47af4627e23657589,KioSoft Globalazure  Subscription,mc_commandcenter_aks10000-test-cc_eastus,3.60004,3.60004,0,SAME
lb-test-internal,KioSoft Globalazure  Subscription,rg9999-test-infrastructure,0.025001,0.025001,0,SAME
lbweb01-vm-cpu-high,KioSoft Globalazure  Subscription,newwbserverscheme,0.057502,0.057502,0,SAME
loadbalance,KioSoft Globalazure  Subscription,rg_test_route_als,3.60004,3.60004,0,SAME
loadbalance05-test-route-als,KioSoft Globalazure  Subscription,rg_test_route_als,32.40206,32.40206,0,SAME
loadbalance07-prod-csc-universalweb,KioSoft Globalazure  Subscription,rg52-prod-csc,18.001579,18.001579,0,SAME
loadbalance08-test-csc-web,KioSoft Globalazure  Subscription,rg51-test-csc,18.001923,18.001923,0,SAME
low cpu usage-mysql10-prod-universal,KioSoft Globalazure  Subscription,cmk,0.092191,0.092191,0,SAME
low cpu usage-mysql12-prod-cleanstore,KioSoft Globalazure  Subscription,rg47-prod-cleanstore,0.092191,0.092191,0,SAME
low cpu usage-mysql14-prod-market,KioSoft Globalazure  Subscription,retail,0.092191,0.092191,0,SAME
