Resource,SubscriptionName,ResourceGroup,CurrentCostUSD,LastCostUSD,DeltaUSD,Remark
aks-e2asv4pool-21886233-vmss / 5,KioSoft Globalazure  Subscription,mc_commandcenter_aks10000-test-cc_eastus,13.077879,13.077879,0,SAME
aks-e2asv4pool-21886aks-e2asv4pool-218862os__1_b77339f070034130a71e48bfae4f2858,KioSoft Globalazure  Subscription,mc_commandcenter_aks10000-test-cc_eastus,17.726648,17.726648,0,SAME
aks-e2asv4pool-31020068-vmss,KioSoft Globalazure  Subscription,mc_rg20007-prod-kiocentral-aks_aks20000-prod-kiocentral_eastus,0.144315,0.144315,0,SAME
aks-e2asv4pool-31020068-vmss / 0,KioSoft Globalazure  Subscription,mc_rg20007-prod-kiocentral-aks_aks20000-prod-kiocentral_eastus,4.626215,4.626215,0,SAME
aks-e2asv4pool-31020068-vmss / 1,KioSoft Globalazure  Subscription,mc_rg20007-prod-kiocentral-aks_aks20000-prod-kiocentral_eastus,1.742272,1.742272,0,SAME
aks-e2asv4pool-31020aks-e2asv4pool-310200os__1_110cd2f919104b56830b7a3fa60ebbeb,KioSoft Globalazure  Subscription,mc_rg20007-prod-kiocentral-aks_aks20000-prod-kiocentral_eastus,6.323963,6.323963,0,SAME
aks-e2asv4pool-31020aks-e2asv4pool-310200os__1_8157d663eb40472f8f0da43be164d201,KioSoft Globalazure  Subscription,mc_rg20007-prod-kiocentral-aks_aks20000-prod-kiocentral_eastus,2.390387,2.390387,0,SAME
aks-e4asv4pool-12407023-vmss,KioSoft Globalazure  Subscription,mc_rg20007-prod-kiocentral-aks_aks20000-prod-kiocentral_eastus,0.030481,0.030481,0,SAME
aks-e4asv4pool-12407023-vmss / 0,KioSoft Globalazure  Subscription,mc_rg20007-prod-kiocentral-aks_aks20000-prod-kiocentral_eastus,7.770623,7.770623,0,SAME
aks-e4asv4pool-12407aks-e4asv4pool-124070os__1_326bdbc4bf6c4ddcb79b4603b3664721,KioSoft Globalazure  Subscription,mc_rg20007-prod-kiocentral-aks_aks20000-prod-kiocentral_eastus,10.674328,10.674328,0,SAME
aks-e4asv4pool-22212387-vmss,KioSoft Globalazure  Subscription,mc_commandcenter_aks10000-test-cc_eastus,0.018891,0.018891,0,SAME
aks-e4asv4pool-22212387-vmss / 0,KioSoft Globalazure  Subscription,mc_commandcenter_aks10000-test-cc_eastus,14.860206,14.860206,0,SAME
aks-e4asv4pool-22212aks-e4asv4pool-222123os__1_10e1761e848c4a5fad65a01ba7cf9bde,KioSoft Globalazure  Subscription,mc_commandcenter_aks10000-test-cc_eastus,20.13962,20.13962,0,SAME
aks-e4asv4pool-25145647-vmss,KioSoft Globalazure  Subscription,mc_commandcenter_cc-test_eastus,0.079091,0.079091,0,SAME
aks-e4asv4pool-25145647-vmss / 1,KioSoft Globalazure  Subscription,mc_commandcenter_cc-test_eastus,0.160219,0.160219,0,SAME
aks-e4asv4pool-25145647-vmss / 5,KioSoft Globalazure  Subscription,mc_commandcenter_cc-test_eastus,12.617249,12.617249,0,SAME
aks-e4asv4pool-25145647-vmss / 6,KioSoft Globalazure  Subscription,mc_commandcenter_cc-test_eastus,10.213964,10.213964,0,SAME
aks-e4asv4pool-25145aks-e4asv4pool-251456os__1_be2fc85581174d35b3ab8d5e3f622ee7,KioSoft Globalazure  Subscription,mc_commandcenter_cc-test_eastus,17.068529,17.068529,0,SAME
aks-e4asv4pool-25145aks-e4asv4pool-251456os__2_2e9b2745e4d842cab70eda83ed0bc596,KioSoft Globalazure  Subscription,mc_commandcenter_cc-test_eastus,0.212266,0.212266,0,SAME
aks-e4asv4pool-25145aks-e4asv4pool-251456os__2_76637b6dd1eb4293a503f3b5e22726f5,KioSoft Globalazure  Subscription,mc_commandcenter_cc-test_eastus,13.805352,13.805352,0,SAME
aks-e4asv4pool-88478187-vmss,KioSoft Globalazure  Subscription,mc_rg20007-prod-kiocentral-aks_aks20000-prod-kiocentral_eastus,0,0,0,SAME
aks-e4asv4pool-88478187-vmss / 0,KioSoft Globalazure  Subscription,mc_rg20007-prod-kiocentral-aks_aks20000-prod-kiocentral_eastus,0.020027,0.020027,0,SAME
aks-e4asv4pool-88478aks-e4asv4pool-884781os__1_f1dbafae48a94a59bc9fc62207f7ab32,KioSoft Globalazure  Subscription,mc_rg20007-prod-kiocentral-aks_aks20000-prod-kiocentral_eastus,0.01453,0.01453,0,SAME
aks-syspool-21886233-vmss,KioSoft Globalazure  Subscription,mc_commandcenter_aks10000-test-cc_eastus,0.049482,0.049482,0,SAME
aks-syspool-21886233-vmss / 0,KioSoft Globalazure  Subscription,mc_commandcenter_aks10000-test-cc_eastus,14.860206,14.860206,0,SAME
aks-syspool-21886233-vmss / 1,KioSoft Globalazure  Subscription,mc_commandcenter_aks10000-test-cc_eastus,13.097906,13.097906,0,SAME
aks-syspool-21886233aks-syspool-21886233-os__1_12f7d67ac0f442be812d3518e8ec98e6,KioSoft Globalazure  Subscription,mc_commandcenter_aks10000-test-cc_eastus,17.726648,17.726648,0,SAME
aks-syspool-21886233aks-syspool-21886233-os__1_7e75143a4dde4f2c9b1dad717c4de616,KioSoft Globalazure  Subscription,mc_commandcenter_aks10000-test-cc_eastus,20.13962,20.13962,0,SAME
aks-systempool01-18971634-vmss,KioSoft Globalazure  Subscription,mc_commandcenter_cc-test_eastus,0.267745,0.267745,0,SAME
aks-systempool01-18971634-vmss / 0,KioSoft Globalazure  Subscription,mc_commandcenter_cc-test_eastus,12.617249,12.617249,0,SAME
aks-systempool01-18971634-vmss / 1,KioSoft Globalazure  Subscription,mc_commandcenter_cc-test_eastus,10.213964,10.213964,0,SAME
aks-systempool01-189aks-systempool01-1897os__1_7e2e63ecd39c41e69abe097127db8e36,KioSoft Globalazure  Subscription,mc_commandcenter_cc-test_eastus,8.02762,8.02762,0,SAME
aks-systempool01-189aks-systempool01-1897os__1_99fc462ed2be4223b518d8ec3c5a285d,KioSoft Globalazure  Subscription,mc_commandcenter_cc-test_eastus,10.371565,10.371565,0,SAME
aks10000-test-cc,KioSoft Globalazure  Subscription,commandcenter,12.801221,12.801221,0,SAME
alert_htest01,KioSoft Globalazure  Subscription,kiosoft-test,0.095838,0.095838,0,SAME
app-gt02-prod-csc-retailweb,KioSoft Globalazure  Subscription,rg52-prod-csc,1480.779483,1480.779483,0,SAME
arm,KioSoft Globalazure  Subscription,,2.096097,2.096097,0,SAME
azeaus-secops-workspace,KioSoft Globalazure  Subscription,security-logrg,0.476201,0.476201,0,SAME
azurebackup_cmk_929623887782337582,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,7.239957,7.239957,0,SAME
azurebackup_jy-test-ubuntu20_5414223955461370073,KioSoft Globalazure  Subscription,azurebackuprg_eastus2_1,0.012615,0.012615,0,SAME
azurebackup_ks-fgt_5414223953941450345,KioSoft Globalazure  Subscription,azurebackuprg_eastus2_1,0.169736,0.169736,0,SAME
azurebackup_prod-integrationserver_35184905005951,KioSoft Globalazure  Subscription,azurebackuprg_centralus_1,1.082331,1.082331,0,SAME
azurebackup_prod-mqtt-coffee_929623888628586878,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,1.111415,1.111415,0,SAME
azurebackup_prod-sage-db01_929623887289847007,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,18.160209,18.160209,0,SAME
azurebackup_prod-universal-db01_929623887786635939,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,14.049371,14.049371,0,SAME
azurebackup_prod-universal-web01-new_929623888367181460,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,9.37581,9.37581,0,SAME
azurebackup_prod-universal-web02-new_929623887727239512,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,9.038647,9.038647,0,SAME
azurebackup_snipe-it_246291976234172,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,1.885035,1.885035,0,SAME
azurebackup_sutserver01_5414223955705124177,KioSoft Globalazure  Subscription,azurebackuprg_eastus2_1,3.094396,3.094396,0,SAME
azurebackup_sutserver02_5414223954115939432,KioSoft Globalazure  Subscription,azurebackuprg_eastus2_1,0.881016,0.881016,0,SAME
azurebackup_tmsprod-db01_929623887247557873,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,7.355483,7.355483,0,SAME
azurebackup_tmsprod-lb01_929623888688307930,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,0.314697,0.314697,0,SAME
azurebackup_tmsprod-oldtms1_35185633139871,KioSoft Globalazure  Subscription,azurebackuprg_centralus_1,0.233689,0.233689,0,SAME
azurebackup_tmsprod-tms01_929623888630237019,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,0.681288,0.681288,0,SAME
azurebackup_tmsprod-tms02_929623887726593831,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,0.915528,0.915528,0,SAME
azurebackup_tmsprod-tms03_929623889091889079,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,3.628392,3.628392,0,SAME
azurebackup_tmsprod-web01_929623887909667835,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,1.781716,1.781716,0,SAME
azurebackup_tmsprod-web02_929623889231908371,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,1.818419,1.818419,0,SAME
azurebackup_ttideployment_929623889030321900,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,3.950606,3.950606,0,SAME
azurebackup_vm100-prod-csc-universal-web04_929623888133131047,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,6.831286,6.831286,0,SAME
azurebackup_vm10003-test-elk01_929623888568447995,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,24.695213,24.695213,0,SAME
azurebackup_vm101-prod-csc-universal-soft01_929623889079237157,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,1.348724,1.348724,0,SAME
azurebackup_vm102-prod-csc-retail-web01_929623888246176115,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,9.102293,9.102293,0,SAME
azurebackup_vm103-prod-csc-retail-web02_929623888633314838,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,9.075783,9.075783,0,SAME
azurebackup_vm104-prod-csc-retail-web03_929623889200107741,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,9.049682,9.049682,0,SAME
azurebackup_vm105-prod-csc-retail-web04_929623888639561588,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,9.09571,9.09571,0,SAME
azurebackup_vm106-prod-csc-retail-reportserver01_929623888529284737,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,6.975823,6.975823,0,SAME
azurebackup_vm107-prod-csc-retail-reportserver02_929623888805026017,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,6.84486,6.84486,0,SAME
azurebackup_vm108-prod-csc-retail-reportserver03_929623889063692052,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,6.931054,6.931054,0,SAME
azurebackup_vm109-prod-csc-retail-reportserver04_929623888800437795,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,6.619055,6.619055,0,SAME
azurebackup_vm120-prod-cleanstore-web08_929623888924411714,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,10.815062,10.815062,0,SAME
azurebackup_vm121-prod-amusement-web01_929623888173040079,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,7.369463,7.369463,0,SAME
azurebackup_vm122-prod-latamcleanstore-web01_460229179893883574,KioSoft Globalazure  Subscription,azurebackuprg_southcentralus_1,6.023827,6.023827,0,SAME
azurebackup_vm123-prod-cleanstore-web09_929623887529406073,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,10.294255,10.294255,0,SAME
azurebackup_vm126-automated-testing-platform_929623889014949279,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,3.848251,3.848251,0,SAME
azurebackup_vm127-prod-tcn_929623888721242357,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,6.065099,6.065099,0,SAME
azurebackup_vm128-prod-csc-retail-reportserver05_929623889277042919,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,6.965234,6.965234,0,SAME
azurebackup_vm129-prod-csc-retail-reportserver06_929623887199236512,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,6.958075,6.958075,0,SAME
azurebackup_vm130-prod-csc-retail-reportserver07_929623888124425786,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,6.712097,6.712097,0,SAME
azurebackup_vm131-prod-csc-retail-reportserver08_929623887602792145,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,6.813117,6.813117,0,SAME
azurebackup_vm133-prod-csc-tms_929623888589302131,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,1.17756,1.17756,0,SAME
azurebackup_vm134-prod-amusement-web02_929623887426034662,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,6.842294,6.842294,0,SAME
azurebackup_vm135-prod-amusement-web03_929623888410428142,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,6.857865,6.857865,0,SAME
azurebackup_vm136-prod-wazan-web01_929623887255601481,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,0.602491,0.602491,0,SAME
azurebackup_vm138-prod-cleanstore-web10_929623887690656174,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,10.170607,10.170607,0,SAME
azurebackup_vm139-prod-universal-web03_929623889213854684,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,8.907988,8.907988,0,SAME
azurebackup_vm140-prod-devops-ai_929623887696801515,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,1.675646,1.675646,0,SAME
azurebackup_vm142-prod-latamcleanstore-web02_460229180565395657,KioSoft Globalazure  Subscription,azurebackuprg_southcentralus_1,6.031647,6.031647,0,SAME
azurebackup_vm143-prod-latamcleanstore-web03_460229180905166998,KioSoft Globalazure  Subscription,azurebackuprg_southcentralus_1,6.011801,6.011801,0,SAME
azurebackup_vm147-prod-kiocentral-tool_929623887329958306,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,1.220248,1.220248,0,SAME
azurebackup_vm156-prod-operationcenter_929623887286655021,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,2.276929,2.276929,0,SAME
azurebackup_vm157-prod-operation-management_929623887344118525,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,1.606536,1.606536,0,SAME
azurebackup_vm158-prod-kiocentraluk-web01_351845567506023,KioSoft Globalazure  Subscription,azurebackuprg_uksouth_1,1.950112,1.950112,0,SAME
azurebackup_vm20001-prod-doris02_929623887656452901,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,5.08616,5.08616,0,SAME
azurebackup_vm20002-prod-doris03_929623887202446712,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,5.084459,5.084459,0,SAME
azurebackup_vm20003-prod-seatunnel01_929623887342248016,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,29.459405,29.459405,0,SAME
azurebackup_vm20004-prod-jenkins01_929623888926113461,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,15.295843,15.295843,0,SAME
azurebackup_vm20005-prod-jumpserver_5414223954462998027,KioSoft Globalazure  Subscription,azurebackuprg_eastus2_1,5.109424,5.109424,0,SAME
azurebackup_vm20006-prod-backupserver_929623888652037688,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,0.904769,0.904769,0,SAME
azurebackup_vm20007-prod-elk01_929623888800552841,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,88.041021,88.041021,0,SAME
azurebackup_vm20008-prod-csc-elk01_929623888257432526,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,49.021836,49.021836,0,SAME
azurebackup_vm20009-prod-internal-web01_929623888850019341,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,2.228454,2.228454,0,SAME
azurebackup_vm20010-prod-internal-web02_929623888179221498,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,2.230655,2.230655,0,SAME
azurebackup_vm20011-prod-pometheus-backup_929623887343452660,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,4.188323,4.188323,0,SAME
azurebackup_vm20011-prod-prometheus_929623887370555182,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,6.150709,6.150709,0,SAME
azurebackup_vm20012-prod-kiopos-web01_929623887747725848,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,1.777027,1.777027,0,SAME
azurebackup_vm20013-prod-kiopos-soft01_929623887472167545,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,1.405036,1.405036,0,SAME
azurebackup_vm20014-prod-integration-web01_35184734496430,KioSoft Globalazure  Subscription,azurebackuprg_centralus_1,1.7904,1.7904,0,SAME
azurebackup_vm20015-prod-doris01_929623888390188024,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,5.329045,5.329045,0,SAME
azurebackup_vm20016-prod-doris01_929623887154713044,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,87.699962,87.699962,0,SAME
azurebackup_vm20017-prod-elk01_929623888271918898,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,11.933131,11.933131,0,SAME
azurebackup_vm20018-prod-latamcleanstore-web01_460229181087139705,KioSoft Globalazure  Subscription,azurebackuprg_southcentralus_1,0.564779,0.564779,0,SAME
azurebackup_vm20019-prod-latamcleanstore-web02_460229179169971872,KioSoft Globalazure  Subscription,azurebackuprg_southcentralus_1,0.505014,0.505014,0,SAME
azurebackup_vm20020-prod-latamcleanstore-web03_460229180512933154,KioSoft Globalazure  Subscription,azurebackuprg_southcentralus_1,0.478882,0.478882,0,SAME
azurebackup_vm73-prod-modem_929623888755050499,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,11.910426,11.910426,0,SAME
azurebackup_vm90-prod-powerbi_929623888027641471,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,2.109917,2.109917,0,SAME
azurebackup_vm97-prod-csc-universal-web01_929623888750657210,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,7.042182,7.042182,0,SAME
azurebackup_vm98-prod-csc-universal-web02_929623888600091599,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,7.051904,7.051904,0,SAME
azurebackup_vm99-prod-csc-universal-web03_929623888409280534,KioSoft Globalazure  Subscription,azurebackuprg_eastus_1,6.877672,6.877672,0,SAME
azusprod.kiosoft.com,KioSoft Globalazure  Subscription,usprod,0.50198,0.50198,0,SAME
bak-202412291941-capser,KioSoft Globalazure  Subscription,dbmonitor,11.33796,11.33796,0,SAME
bigdata1datafactory,KioSoft Globalazure  Subscription,rg9998-test-bigdata-infrastructure,22.304602,22.304602,0,SAME
bigdata1storageac,KioSoft Globalazure  Subscription,rg9998-test-bigdata-infrastructure,4.432696,4.432696,0,SAME
cadeddacc94343899ddea2f0b37f6435,KioSoft Globalazure  Subscription,databricks-rg-kiodatabricks-63wh3jijrnppk,0.086451,0.086451,0,SAME
cadeddacc94343899ddea2f0b37f6435-0-scratchvolume,KioSoft Globalazure  Subscription,databricks-rg-kiodatabricks-63wh3jijrnppk,0.008331,0.008331,0,SAME
cadeddacc94343899ddea2f0b37f6435-containerrootvolume,KioSoft Globalazure  Subscription,databricks-rg-kiodatabricks-63wh3jijrnppk,0.016064,0.016064,0,SAME
cc-test,KioSoft Globalazure  Subscription,commandcenter,63.202548,63.202548,0,SAME
cctestaksbackup,KioSoft Globalazure  Subscription,commandcenter,0.605844,0.605844,0,SAME
cmk,KioSoft Globalazure  Subscription,cmk,19.171785,19.171785,0,SAME
cmk_osdisk_1_877fdd916a1c4a98abf230e509521e82,KioSoft Globalazure  Subscription,cmk,20.13962,20.13962,0,SAME
cmk-ip,KioSoft Globalazure  Subscription,cmk,3.720199,3.720199,0,SAME
