ResourceGroup,ResourceGroupId,SubscriptionName,SubscriptionId,Resource,ResourceId,ResourceType,ResourceLocation,Tags,Cost,CostUSD,Currency
rg47-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,privatelink.mysql.database.azure.com,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore/providers/microsoft.network/privatednszones/privatelink.mysql.database.azure.com,Private DNS zone,Unknown,[],0.503786586,0.503786586,USD
rg47-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,privatelink.file.core.windows.net,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore/providers/microsoft.network/privatednszones/privatelink.file.core.windows.net,Private DNS zone,Unknown,[],0.483743502,0.483743502,USD
rg47-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,[critical mysql offline]-mysql12-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore/providers/microsoft.insights/metricalerts/[critical mysql offline]-mysql12-prod-cleanstore,microsoft.insights/metricalerts,Unknown,[],0.092190985,0.092190985,USD
rg47-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,[critical mysql offline]-mysql19-prod-cleanstore-db02,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore/providers/microsoft.insights/metricalerts/[critical mysql offline]-mysql19-prod-cleanstore-db02,microsoft.insights/metricalerts,Unknown,[],0.092190985,0.092190985,USD
rg47-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,[high replication lag]-mysql19-prod-cleanstore-db02,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore/providers/microsoft.insights/metricalerts/[high replication lag]-mysql19-prod-cleanstore-db02,microsoft.insights/metricalerts,Unknown,[],0.092190985,0.092190985,USD
rg47-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,[high storage io percent]-mysql12-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore/providers/microsoft.insights/metricalerts/[high storage io percent]-mysql12-prod-cleanstore,microsoft.insights/metricalerts,Unknown,[],0.092190985,0.092190985,USD
rg47-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,ddos attack-cleanstore-web02,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore/providers/microsoft.insights/metricalerts/ddos attack-cleanstore-web02,microsoft.insights/metricalerts,Unknown,[],0.092190985,0.092190985,USD
rg47-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,ddos attack-cleanstore-web05,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore/providers/microsoft.insights/metricalerts/ddos attack-cleanstore-web05,microsoft.insights/metricalerts,Unknown,[],0.092190985,0.092190985,USD
rg47-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,ddos attack-cleanstore-web06,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore/providers/microsoft.insights/metricalerts/ddos attack-cleanstore-web06,microsoft.insights/metricalerts,Unknown,[],0.092190985,0.092190985,USD
rg47-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,high connections -mysql19-prod-cleanstore-db02,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore/providers/microsoft.insights/metricalerts/high connections -mysql19-prod-cleanstore-db02,microsoft.insights/metricalerts,Unknown,[],0.092190985,0.092190985,USD
rg47-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,high cpu usage-cleanstore-web08,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore/providers/microsoft.insights/metricalerts/high cpu usage-cleanstore-web08,microsoft.insights/metricalerts,Unknown,[],0.092190985,0.092190985,USD
rg47-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,high cpu usage-cleanstore-web09,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore/providers/microsoft.insights/metricalerts/high cpu usage-cleanstore-web09,microsoft.insights/metricalerts,Unknown,[],0.092190985,0.092190985,USD
rg47-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,high cpu usage-mysql12-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore/providers/microsoft.insights/metricalerts/high cpu usage-mysql12-prod-cleanstore,microsoft.insights/metricalerts,Unknown,[],0.092190985,0.092190985,USD
rg47-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,high cpu usage-mysql19-prod-cleanstore-db02,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore/providers/microsoft.insights/metricalerts/high cpu usage-mysql19-prod-cleanstore-db02,microsoft.insights/metricalerts,Unknown,[],0.092190985,0.092190985,USD
rg47-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,high mem usage-cleanstore-web08,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore/providers/microsoft.insights/metricalerts/high mem usage-cleanstore-web08,microsoft.insights/metricalerts,Unknown,[],0.092190985,0.092190985,USD
rg47-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,high mem usage-cleanstore-web09,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore/providers/microsoft.insights/metricalerts/high mem usage-cleanstore-web09,microsoft.insights/metricalerts,Unknown,[],0.092190985,0.092190985,USD
rg47-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,high mem usage-mysql12-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore/providers/microsoft.insights/metricalerts/high mem usage-mysql12-prod-cleanstore,microsoft.insights/metricalerts,Unknown,[],0.092190985,0.092190985,USD
rg47-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,high mem usage-mysql19-prod-cleanstore-db02,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore/providers/microsoft.insights/metricalerts/high mem usage-mysql19-prod-cleanstore-db02,microsoft.insights/metricalerts,Unknown,[],0.092190985,0.092190985,USD
rg47-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,high storage usage-mysql12-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore/providers/microsoft.insights/metricalerts/high storage usage-mysql12-prod-cleanstore,microsoft.insights/metricalerts,Unknown,[],0.092190985,0.092190985,USD
rg47-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,high storage usage-mysql19-prod-cleanstore-db02,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore/providers/microsoft.insights/metricalerts/high storage usage-mysql19-prod-cleanstore-db02,microsoft.insights/metricalerts,Unknown,[],0.092190985,0.092190985,USD
rg47-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,low cpu usage-mysql12-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore/providers/microsoft.insights/metricalerts/low cpu usage-mysql12-prod-cleanstore,microsoft.insights/metricalerts,Unknown,[],0.092190985,0.092190985,USD
rg47-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,medium cpu usage-mysql12-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore/providers/microsoft.insights/metricalerts/medium cpu usage-mysql12-prod-cleanstore,microsoft.insights/metricalerts,Unknown,[],0.092190985,0.092190985,USD
rg47-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,[high storage io percent]-mysql19-prod-cleanstore-db02,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore/providers/microsoft.insights/metricalerts/[high storage io percent]-mysql19-prod-cleanstore-db02,microsoft.insights/metricalerts,Unknown,[],0.092062918,0.092062918,USD
rg47-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,high cpu usage-cleanstore-web03,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore/providers/microsoft.insights/metricalerts/high cpu usage-cleanstore-web03,microsoft.insights/metricalerts,Unknown,[],0.06019137,0.06019137,USD
rg47-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,high storage usage-mysql07-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore/providers/microsoft.insights/metricalerts/high storage usage-mysql07-prod-cleanstore,microsoft.insights/metricalerts,Unknown,[],0.06019137,0.06019137,USD
rg47-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,high mem usage-cleanstore-web05,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore/providers/microsoft.insights/metricalerts/high mem usage-cleanstore-web05,microsoft.insights/metricalerts,Unknown,[],0.059422969,0.059422969,USD
rg47-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,ddos attack-cleanstore-web01,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore/providers/microsoft.insights/metricalerts/ddos attack-cleanstore-web01,microsoft.insights/metricalerts,Unknown,[],0.059038769,0.059038769,USD
rg47-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,high cpu usage-cleanstore-web07,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore/providers/microsoft.insights/metricalerts/high cpu usage-cleanstore-web07,microsoft.insights/metricalerts,Unknown,[],0.059038769,0.059038769,USD
rg47-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,high cpu usage-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore/providers/microsoft.insights/metricalerts/high cpu usage-prod-cleanstore,microsoft.insights/metricalerts,Unknown,[],0.059038769,0.059038769,USD
rg47-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,high cpu usage-cleanstore-web05,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore/providers/microsoft.insights/metricalerts/high cpu usage-cleanstore-web05,microsoft.insights/metricalerts,Unknown,[],0.058526502,0.058526502,USD
rg47-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,high cpu usage-cleanstore-web01,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore/providers/microsoft.insights/metricalerts/high cpu usage-cleanstore-web01,microsoft.insights/metricalerts,Unknown,[],0.058270369,0.058270369,USD
rg47-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,high cpu usage-cleanstore-web02,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore/providers/microsoft.insights/metricalerts/high cpu usage-cleanstore-web02,microsoft.insights/metricalerts,Unknown,[],0.058270369,0.058270369,USD
rg47-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,high mem usage-cleanstore-web02,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore/providers/microsoft.insights/metricalerts/high mem usage-cleanstore-web02,microsoft.insights/metricalerts,Unknown,[],0.057886169,0.057886169,USD
rg47-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,high mem usage-cleanstore-web07,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore/providers/microsoft.insights/metricalerts/high mem usage-cleanstore-web07,microsoft.insights/metricalerts,Unknown,[],0.057886169,0.057886169,USD
rg47-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,high mem usage-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore/providers/microsoft.insights/metricalerts/high mem usage-prod-cleanstore,microsoft.insights/metricalerts,Unknown,[],0.057886169,0.057886169,USD
rg47-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,high mem usage-cleanstore-web03,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore/providers/microsoft.insights/metricalerts/high mem usage-cleanstore-web03,microsoft.insights/metricalerts,Unknown,[],0.057501968,0.057501968,USD
rg47-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,high mem usage-cleanstore-web01,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore/providers/microsoft.insights/metricalerts/high mem usage-cleanstore-web01,microsoft.insights/metricalerts,Unknown,[],0.057117768,0.057117768,USD
rg47-prod-cleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,sa18prodcleanstore,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg47-prod-cleanstore/providers/microsoft.storage/storageaccounts/sa18prodcleanstore,Storage account,US East,[],0.030157316,0.030157316,USD
rg20003-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg20003-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,mysql22-prod-csc-retail,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg20003-prod-csc/providers/microsoft.dbformysql/flexibleservers/mysql22-prod-csc-retail,Azure Database for MySQL flexible server,US East,"[""\""environment\"":\""production\"""",""\""db-size\"":\""business critical, e64ads_v5, 64 vcores, 512 gib ram, 1312 gib storage, 64000 iops2\"""",""\""db-usage\"":\""csc-cleanstore\""""]",1213.485746,1213.485746,USD
rg20003-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg20003-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,mysql23-prod-csc-universal,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg20003-prod-csc/providers/microsoft.dbformysql/flexibleservers/mysql23-prod-csc-universal,Azure Database for MySQL flexible server,US East,"[""\""environment\"":\""production\"""",""\""db-size\"":\""business critical, e16ads_v5, 16 vcores, 128 gib ram, 112 gib storage, 28000 iops\"""",""\""db-usage\"":\""csc-universal\""""]",79.27155113,79.27155113,USD
rg20003-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg20003-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,disk20026-prod-elk01-data01,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg20003-prod-csc/providers/microsoft.compute/disks/disk20026-prod-elk01-data01,Disk,US East,[],72.62644478,72.62644478,USD
rg20003-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg20003-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,disk20012-prod-csc-elk01-os,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg20003-prod-csc/providers/microsoft.compute/disks/disk20012-prod-csc-elk01-os,Disk,US East,"[""\""environment\"":\""production\"""",""\""product\"":\""elk\""""]",42.05894737,42.05894737,USD
rg20003-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg20003-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,snapshot-disk20012-prod-csc-elk01-os,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg20003-prod-csc/providers/microsoft.compute/snapshots/snapshot-disk20012-prod-csc-elk01-os,Snapshot,US East,[],26.99101062,26.99101062,USD
rg20003-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg20003-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,disk20025-prod-csc-elk01-os,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg20003-prod-csc/providers/microsoft.compute/disks/disk20025-prod-csc-elk01-os,Disk,US East,"[""\""environment\"":\""production\"""",""\""product\"":\""elk-csc\""""]",17.22629916,17.22629916,USD
rg20003-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg20003-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,vm20021-prod-csc-elk01,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg20003-prod-csc/providers/microsoft.compute/virtualmachines/vm20021-prod-csc-elk01,Virtual machine,US East,"[""\""environment\"":\""production\"""",""\""product\"":\""elk-csc\""""]",12.97858388,12.97858388,USD
rg20003-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg20003-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,vm20008-prod-csc-elk01,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg20003-prod-csc/providers/microsoft.compute/virtualmachines/vm20008-prod-csc-elk01,Virtual machine,US East,"[""\""environment\"":\""production\"""",""\""product\"":\""elk\""""]",4.473983327,4.473983327,USD
rg20003-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg20003-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,pip20019-prod-csc-elk01,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg20003-prod-csc/providers/microsoft.network/publicipaddresses/pip20019-prod-csc-elk01,Public IP address,US East,[],3.223895238,3.223895238,USD
rg20003-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg20003-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,pip20008-prod-csc-elk,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg20003-prod-csc/providers/microsoft.network/publicipaddresses/pip20008-prod-csc-elk,Public IP address,US East,[],1.130012526,1.130012526,USD
rg20003-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg20003-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,vm20021-prod-csc-elk01_cpu-memory-alert,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg20003-prod-csc/providers/microsoft.insights/metricalerts/vm20021-prod-csc-elk01_cpu-memory-alert,microsoft.insights/metricalerts,Unknown,[],0.165300024,0.165300024,USD
rg20003-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg20003-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,[critical mysql offline]-mysql22-prod-csc-retail,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg20003-prod-csc/providers/microsoft.insights/metricalerts/[critical mysql offline]-mysql22-prod-csc-retail,microsoft.insights/metricalerts,Unknown,[],0.092190985,0.092190985,USD
rg20003-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg20003-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,[critical mysql offline]-mysql23-prod-csc-universal,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg20003-prod-csc/providers/microsoft.insights/metricalerts/[critical mysql offline]-mysql23-prod-csc-universal,microsoft.insights/metricalerts,Unknown,[],0.092190985,0.092190985,USD
rg20003-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg20003-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,[high storage io percent]-mysql22-prod-csc-retail,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg20003-prod-csc/providers/microsoft.insights/metricalerts/[high storage io percent]-mysql22-prod-csc-retail,microsoft.insights/metricalerts,Unknown,[],0.092190985,0.092190985,USD
rg20003-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg20003-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,[high storage io percent]-mysql23-prod-csc-universal,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg20003-prod-csc/providers/microsoft.insights/metricalerts/[high storage io percent]-mysql23-prod-csc-universal,microsoft.insights/metricalerts,Unknown,[],0.092190985,0.092190985,USD
rg20003-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg20003-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,high connections -mysql22-prod-csc-retail,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg20003-prod-csc/providers/microsoft.insights/metricalerts/high connections -mysql22-prod-csc-retail,microsoft.insights/metricalerts,Unknown,[],0.092190985,0.092190985,USD
rg20003-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg20003-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,high connections -mysql23-prod-csc-universal,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg20003-prod-csc/providers/microsoft.insights/metricalerts/high connections -mysql23-prod-csc-universal,microsoft.insights/metricalerts,Unknown,[],0.092190985,0.092190985,USD
