ResourceGroup,ResourceGroupId,SubscriptionName,SubscriptionId,Resource,ResourceId,ResourceType,ResourceLocation,Tags,Cost,CostUSD,Currency
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,vm98-prod-csc-universal-web02,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.compute/virtualmachines/vm98-prod-csc-universal-web02,Virtual machine,US East,"[""\""environment\"":\""production\"""",""\""product\"":\""prod - csc\"""",""\""publisher\"":\""openlogic\""""]",31.08979077,31.08979077,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,vm97-prod-csc-universal-web01,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.compute/virtualmachines/vm97-prod-csc-universal-web01,Virtual machine,"US East, Intercontinental","[""\""environment\"":\""production\"""",""\""product\"":\""prod - csc\"""",""\""publisher\"":\""openlogic\""""]",29.4302108,29.4302108,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,vm99-prod-csc-universal-web03,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.compute/virtualmachines/vm99-prod-csc-universal-web03,Virtual machine,US East,"[""\""environment\"":\""production\"""",""\""publisher\"":\""openlogic\"""",""\""product\"":\""prod - csc\""""]",29.35709011,29.35709011,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,vm100-prod-csc-universal-web04,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.compute/virtualmachines/vm100-prod-csc-universal-web04,Virtual machine,"US East, Intercontinental","[""\""environment\"":\""production\"""",""\""publisher\"":\""openlogic\"""",""\""product\"":\""prod - csc\""""]",29.24383332,29.24383332,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,vm131-prod-csc-retail-reportserver08,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.compute/virtualmachines/vm131-prod-csc-retail-reportserver08,Virtual machine,"US East, Intercontinental","[""\""environment\"":\""production\"""",""\""publisher\"":\""openlogic\"""",""\""product\"":\""prod - csc\""""]",24.53159082,24.53159082,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,tm04-prod-csc-reportserver,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.network/trafficmanagerprofiles/tm04-prod-csc-reportserver,Traffic Manager profile,Unknown,[],21.48617383,21.48617383,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,sa28prodcsc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.storage/storageaccounts/sa28prodcsc,Storage account,US East,[],20.43013918,20.43013918,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,sa38prodcscuniversal,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.storage/storageaccounts/sa38prodcscuniversal,Storage account,US East,[],20.43013918,20.43013918,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,vm131prodcscretailreportserver-osdisk-20240229-010350,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.compute/disks/vm131prodcscretailreportserver-osdisk-20240229-010350,Disk,US East,"[""\""rsvaultbackup\"":\""44b0cfb8-df4c-4bb1-8820-9fc3217ca2df\""""]",20.16704208,20.16704208,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,vm100-prod-csc-universal-web04-disk,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.compute/disks/vm100-prod-csc-universal-web04-disk,Disk,US East,[],20.13962042,20.13962042,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,vm101-prod-csc-universal-soft01_osdisk_1_0d87c751f0774a8299773475ddd50ed5,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.compute/disks/vm101-prod-csc-universal-soft01_osdisk_1_0d87c751f0774a8299773475ddd50ed5,Disk,US East,[],20.13962042,20.13962042,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,vm102-prod-csc-retail-web01-disk,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.compute/disks/vm102-prod-csc-retail-web01-disk,Disk,US East,[],20.13962042,20.13962042,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,vm103-prod-csc-retail-web02-disk,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.compute/disks/vm103-prod-csc-retail-web02-disk,Disk,US East,[],20.13962042,20.13962042,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,vm105-prod-csc-retail-web04-disk,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.compute/disks/vm105-prod-csc-retail-web04-disk,Disk,US East,[],20.13962042,20.13962042,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,vm106-prod-csc-retail-reportserver01-disk,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.compute/disks/vm106-prod-csc-retail-reportserver01-disk,Disk,US East,[],20.13962042,20.13962042,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,vm108-prod-csc-retail-reportserver03-disk,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.compute/disks/vm108-prod-csc-retail-reportserver03-disk,Disk,US East,[],20.13962042,20.13962042,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,vm109-prod-csc-retail-reportserver04-disk,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.compute/disks/vm109-prod-csc-retail-reportserver04-disk,Disk,US East,[],20.13962042,20.13962042,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,vm98-prod-csc-universal-web02-disk,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.compute/disks/vm98-prod-csc-universal-web02-disk,Disk,US East,[],20.13962042,20.13962042,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,vm99-prod-csc-universal-web03-disk,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.compute/disks/vm99-prod-csc-universal-web03-disk,Disk,US East,[],20.13962042,20.13962042,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,vm104-prod-csc-retail-web03-disk,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.compute/disks/vm104-prod-csc-retail-web03-disk,Disk,US East,[],20.11219877,20.11219877,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,vm107-prod-csc-retail-reportserver02-disk,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.compute/disks/vm107-prod-csc-retail-reportserver02-disk,Disk,US East,[],20.11219877,20.11219877,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,vm128prodcscretailreportserver-osdisk-20240229-004711,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.compute/disks/vm128prodcscretailreportserver-osdisk-20240229-004711,Disk,US East,"[""\""rsvaultbackup\"":\""903357c4-ac9b-4dc7-bd72-b9292e0de02a\""""]",20.11219877,20.11219877,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,vm129prodcscretailreportserver-osdisk-20240229-005305,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.compute/disks/vm129prodcscretailreportserver-osdisk-20240229-005305,Disk,US East,"[""\""rsvaultbackup\"":\""1e16a5d7-d2e9-44d4-b063-8c5bcc8610d3\""""]",20.11219877,20.11219877,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,vm130prodcscretailreportserver-osdisk-20240229-005759,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.compute/disks/vm130prodcscretailreportserver-osdisk-20240229-005759,Disk,US East,"[""\""rsvaultbackup\"":\""cd5a558e-2cc1-47d8-bba0-3b95ed5e0c46\""""]",20.11219877,20.11219877,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,vm97-prod-csc-universal-web01-disk,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.compute/disks/vm97-prod-csc-universal-web01-disk,Disk,US East,[],20.11219877,20.11219877,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,vm130-prod-csc-retail-reportserver07,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.compute/virtualmachines/vm130-prod-csc-retail-reportserver07,Virtual machine,"US East, Intercontinental","[""\""environment\"":\""production\"""",""\""publisher\"":\""openlogic\"""",""\""product\"":\""prod - csc\""""]",19.88909646,19.88909646,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,vm103-prod-csc-retail-web02,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.compute/virtualmachines/vm103-prod-csc-retail-web02,Virtual machine,"US East, Intercontinental","[""\""environment\"":\""production\"""",""\""publisher\"":\""openlogic\"""",""\""product\"":\""prod - csc\""""]",19.3875395,19.3875395,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,vm102-prod-csc-retail-web01,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.compute/virtualmachines/vm102-prod-csc-retail-web01,Virtual machine,"US East, Intercontinental","[""\""environment\"":\""production\"""",""\""publisher\"":\""openlogic\"""",""\""product\"":\""prod - csc\""""]",19.02435358,19.02435358,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,vm104-prod-csc-retail-web03,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.compute/virtualmachines/vm104-prod-csc-retail-web03,Virtual machine,"US East, Intercontinental","[""\""environment\"":\""production\"""",""\""publisher\"":\""openlogic\"""",""\""product\"":\""prod - csc\""""]",18.93480771,18.93480771,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,vm105-prod-csc-retail-web04,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.compute/virtualmachines/vm105-prod-csc-retail-web04,Virtual machine,US East,"[""\""environment\"":\""production\"""",""\""product\"":\""prod - csc\"""",""\""publisher\"":\""openlogic\""""]",18.89163411,18.89163411,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,loadbalance07-prod-csc-universalweb,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.network/loadbalancers/loadbalance07-prod-csc-universalweb,Load balancer,US East,[],18.60188546,18.60188546,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,vm129-prod-csc-retail-reportserver06,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.compute/virtualmachines/vm129-prod-csc-retail-reportserver06,Virtual machine,"US East, Intercontinental","[""\""environment\"":\""production\"""",""\""product\"":\""prod - csc\"""",""\""publisher\"":\""openlogic\""""]",16.94846391,16.94846391,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,vm109-prod-csc-retail-reportserver04,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.compute/virtualmachines/vm109-prod-csc-retail-reportserver04,Virtual machine,"US East, Intercontinental","[""\""environment\"":\""production\"""",""\""product\"":\""prod - csc\"""",""\""publisher\"":\""openlogic\""""]",16.74847157,16.74847157,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,vm128-prod-csc-retail-reportserver05,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.compute/virtualmachines/vm128-prod-csc-retail-reportserver05,Virtual machine,"US East, Intercontinental","[""\""environment\"":\""production\"""",""\""product\"":\""prod - csc\"""",""\""publisher\"":\""openlogic\""""]",16.73260546,16.73260546,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,vm108-prod-csc-retail-reportserver03,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.compute/virtualmachines/vm108-prod-csc-retail-reportserver03,Virtual machine,"US East, Intercontinental","[""\""environment\"":\""production\"""",""\""publisher\"":\""openlogic\"""",""\""product\"":\""prod - csc\""""]",16.5349429,16.5349429,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,vm106-prod-csc-retail-reportserver01,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.compute/virtualmachines/vm106-prod-csc-retail-reportserver01,Virtual machine,"US East, Intercontinental","[""\""environment\"":\""production\"""",""\""product\"":\""prod - csc\"""",""\""publisher\"":\""openlogic\""""]",16.46555422,16.46555422,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,vm107-prod-csc-retail-reportserver02,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.compute/virtualmachines/vm107-prod-csc-retail-reportserver02,Virtual machine,"US East, Intercontinental","[""\""environment\"":\""production\"""",""\""publisher\"":\""openlogic\"""",""\""product\"":\""prod - csc\""""]",16.44862391,16.44862391,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,vm101-prod-csc-universal-soft01,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.compute/virtualmachines/vm101-prod-csc-universal-soft01,Virtual machine,US East,"[""\""environment\"":\""production\"""",""\""product\"":\""prod - csc\"""",""\""publisher\"":\""openlogic\""""]",16.44022482,16.44022482,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,pe01-sa28-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.network/privateendpoints/pe01-sa28-prod-csc,Private endpoint,US East,[],7.438121032,7.438121032,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,pip132-vm97-prod-csc-universal-web01,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.network/publicipaddresses/pip132-vm97-prod-csc-universal-web01,Public IP address,US East,[],3.720198896,3.720198896,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,pip133-vm98-prod-csc-universal-web02,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.network/publicipaddresses/pip133-vm98-prod-csc-universal-web02,Public IP address,US East,[],3.720198896,3.720198896,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,pip134-vm99-prod-csc-universal-web03,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.network/publicipaddresses/pip134-vm99-prod-csc-universal-web03,Public IP address,US East,[],3.720198896,3.720198896,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,pip135-vm100-prod-csc-universal-web04,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.network/publicipaddresses/pip135-vm100-prod-csc-universal-web04,Public IP address,US East,[],3.720198896,3.720198896,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,pip136-vm101-prod-csc-universal-soft01,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.network/publicipaddresses/pip136-vm101-prod-csc-universal-soft01,Public IP address,US East,[],3.720198896,3.720198896,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,pip137-vm102-prod-csc-retail-web01,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.network/publicipaddresses/pip137-vm102-prod-csc-retail-web01,Public IP address,US East,[],3.720198896,3.720198896,USD
rg52-prod-csc,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc,KioSoft Globalazure  Subscription,6276588a-9234-41ee-a81c-7538ea3a817e,pip138-vm103-prod-csc-retail-web02,/subscriptions/6276588a-9234-41ee-a81c-7538ea3a817e/resourcegroups/rg52-prod-csc/providers/microsoft.network/publicipaddresses/pip138-vm103-prod-csc-retail-web02,Public IP address,US East,[],3.720198896,3.720198896,USD
